Genus,IDs_x,IDs_y
Tahibacter,"['1985644725', '183579857', '183579856', '183579855', '296061864']","['1985644725', '183579857', '183579856', '183579855', '296061864']"
Tardiphaga,"['328795132', '328795117', '343962879']","['328795132', '328795117', '343962879']"
Tatlockia,['399117419'],['399117419']
Tatumella,"['192804904', '4582261']","['192804904', '4582261']"
Tepidicella,[],[]
Tepidimonas,"['1962354097', '1139290507', '1139290495', '1139290488', '1139290461', '1139290452', '1139290448', '998611308', '758818779', '758818775', '758818773', '758818771', '758818761', '758818760', '758818756', '758818748', '758818736', '758818732', '395132253', '371786952']","['1962354097', '1139290507', '1139290495', '1139290488', '1139290461', '1139290452', '1139290448', '998611308', '758818779', '758818775', '758818773', '758818771', '758818761', '758818760', '758818756', '758818748', '758818736', '758818732', '395132253', '371786952']"
Terrabacter,"['1985643038', '984880284', '984880215', '762210346', '727353829', '629265275', '329111864', '329111809', '219913851', '219913832', '219909250', '303227054', '46878760', '157675962', '157887462']","['1985643038', '984880284', '984880215', '762210346', '727353829', '629265275', '329111864', '329111809', '219913851', '219913832', '219909250', '303227054', '46878760', '157675962', '157887462']"
Terrimonas,"['1985648136', '1985647698', '1985647520', '1985647400', '1985646929', '1985646915', '1985646546', '1985646468', '1985646199', '1985645946', '1985645937', '1985645739', '1985645294', '1985644812', '1985644794', '1985644494', '1985644298', '1985644279', '1985644206', '1985644148']","['1985648136', '1985647698', '1985647520', '1985647400', '1985646929', '1985646915', '1985646546', '1985646468', '1985646199', '1985645946', '1985645937', '1985645739', '1985645294', '1985644812', '1985644794', '1985644494', '1985644298', '1985644279', '1985644206', '1985644148']"
Tessaracoccus,"['1379009968', '1269619752', '1206271027', '1206270972', '1206270866', '1206256048', '666416592', '1079706569', '1079706397', '1079706317', '1079706296', '1041788063', '1041788062', '1041788061', '1041788060', '1041788059', '1041788058', '1033474048', '1033472642', '1033471698']","['1379009968', '1269619752', '1206271027', '1206270972', '1206270866', '1206256048', '666416592', '1079706569', '1079706397', '1079706317', '1079706296', '1041788063', '1041788062', '1041788061', '1041788060', '1041788059', '1041788058', '1033474048', '1033472642', '1033471698']"
Tetrasphaera,"['1206269983', '1206269905', '1079706702', '1041788029', '1041788028', '1041788027', '1033474448', '1033472735', '984880197', '387911609', '7636231', '7636230', '7576287', '7576286', '7576285', '169807702']","['1206269983', '1206269905', '1079706702', '1041788029', '1041788028', '1041788027', '1033474448', '1033472735', '984880197', '387911609', '7636231', '7636230', '7576287', '7576286', '7576285', '169807702']"
Thauera,"['2265463629', '2265463621', '1206270030', '1206269945', '1206269906', '1206269779', '1206269623', '1206269574', '1131344546', '1131344545', '1131344544', '1131344543', '1131344542', '1131344541', '1131344540', '1131344539', '1131344538', '1131344537', '1131344536', '1131344535']","['2265463629', '2265463621', '1206270030', '1206269945', '1206269906', '1206269779', '1206269623', '1206269574', '1131344546', '1131344545', '1131344544', '1131344543', '1131344542', '1131344541', '1131344540', '1131344539', '1131344538', '1131344537', '1131344536', '1131344535']"
Thermicanus,"['998610467', '6273691']","['998610467', '6273691']"
Thermincola,['443301482'],['443301482']
Thermoactinomyces,"['1985645825', '1985645216', '1041787866', '1024389130', '974984670', '392841110', '187455493', '187455483', '187455474', '17432164', '17432161']","['1985645825', '1985645216', '1041787866', '1024389130', '974984670', '392841110', '187455493', '187455483', '187455474', '17432164', '17432161']"
Thermoanaerobaculum,['937957373'],['937957373']
Thermobifida,"['1041788077', '165929447', '165929438', '165929430', '82940451', '11602789', '11602791', '11602790', '11602788']","['1041788077', '165929447', '165929438', '165929430', '82940451', '11602789', '11602791', '11602790', '11602788']"
Thermodesulfovibrio,['3676234'],['3676234']
Thermomonas,"['1985643542', '381140132', '1363983708', '1219550674', '1206270783', '1206270570', '1079706088', '1020158863', '998612242', '914241909', '914241818', '828674748', '828674747', '789405919', '758818781', '758818778', '758818768', '758818730', '696221437', '696221423']","['1985643542', '381140132', '1363983708', '1219550674', '1206270783', '1206270570', '1079706088', '1020158863', '998612242', '914241909', '914241818', '828674748', '828674747', '789405919', '758818781', '758818778', '758818768', '758818730', '696221437', '696221423']"
Thermus,"['1269613017', '1139275791', '648672781', '571257090', '571257080', '319439495', '315466830', '315466829', '315466828', '291482220', '291482219', '220939136', '220939123', '220939122', '220939121', '576925', '576924', '576923', '576922', '223019587']","['1269613017', '1139275791', '648672781', '571257090', '571257080', '319439495', '315466830', '315466829', '315466828', '291482220', '291482219', '220939136', '220939123', '220939122', '220939121', '576925', '576924', '576923', '576922', '223019587']"
Thioalkalispira,[],[]
Thiobacillus,"['1219550818', '1206269554', '1059794036', '1033472731', '914241945', '914241808', '762207558', '759764383', '727346153', '672229306', '666418743', '666418734', '666418724', '666418723', '441478442', '415432344', '415432309', '406717725', '378401437', '378401427']","['1219550818', '1206269554', '1059794036', '1033472731', '914241945', '914241808', '762207558', '759764383', '727346153', '672229306', '666418743', '666418734', '666418724', '666418723', '441478442', '415432344', '415432309', '406717725', '378401437', '378401427']"
Thiothrix,"['1059794213', '998614750', '937957372', '927920339', '927920331', '927920312', '886407', '218606100', '218606099', '218606098', '218606097', '218606096', '218606095', '218606094', '218606093', '218606092', '218606091', '218606090', '218606089', '218606088']","['1059794213', '998614750', '937957372', '927920339', '927920331', '927920312', '886407', '218606100', '218606099', '218606098', '218606097', '218606096', '218606095', '218606094', '218606093', '218606092', '218606091', '218606090', '218606089', '218606088']"
Tissierella_Soehngenia,[],[]
Tistrella,"['822603491', '290457128', '192805686', '192805673', '192805552', '192805387', '192805042', '192804714', '115334060', '115334022', '115334021']","['822603491', '290457128', '192805686', '192805673', '192805552', '192805387', '192805042', '192804714', '115334060', '115334022', '115334021']"
Treponema,"['1962359596', '1962359056', '1962355892', '1962354294', '1868715118', '1328373664', '1328373367', '1328373227', '1328372993', '1328372883', '1328372867', '1328372593', '1328372529', '1328372482', '1328372446', '1328372422', '1328372391', '1328372309', '1328372248', '1328372232']","['1962359596', '1962359056', '1962355892', '1962354294', '1868715118', '1328373664', '1328373367', '1328373227', '1328372993', '1328372883', '1328372867', '1328372593', '1328372529', '1328372482', '1328372446', '1328372422', '1328372391', '1328372309', '1328372248', '1328372232']"
Treponema 2,[],[]
Trichococcus,"['1402580102', '1206269556', '1206269535', '1079706282', '1079706102', '1041792860', '1041787881', '1033472565', '998613439', '183979117', '183979110', '171853296', '77415955', '11061698', '27475618', '40644117', '18076581', '4456881', '1017428']","['1402580102', '1206269556', '1206269535', '1079706282', '1079706102', '1041792860', '1041787881', '1033472565', '998613439', '183979117', '183979110', '171853296', '77415955', '11061698', '27475618', '40644117', '18076581', '4456881', '1017428']"
Turicella,"['2318612267', '2306632722', '2302170227', '2278607924', '2265463538', '2104758927', '1962359378', '1962356581', '1962355919', '1962354668', '1962354582', '1962354512', '1962354456', '1962354305', '1962354283', '1962354064', '1885913355', '1862966248', '1862966247', '1731305085']","['2318612267', '2306632722', '2302170227', '2278607924', '2265463538', '2104758927', '1962359378', '1962356581', '1962355919', '1962354668', '1962354582', '1962354512', '1962354456', '1962354305', '1962354283', '1962354064', '1885913355', '1862966248', '1862966247', '1731305085']"
Turicibacter,"['2318641639', '2318624782', '2318620674', '2318611221', '2318611153', '1269613299', '1219553079', '1219550603', '1079706022', '1041792038', '1041792037', '1041792036', '1041792035', '1033472006', '998610783', '664616060', '389604604', '378401421', '187936509']","['2318641639', '2318624782', '2318620674', '2318611221', '2318611153', '1269613299', '1219553079', '1219550603', '1079706022', '1041792038', '1041792037', '1041792036', '1041792035', '1033472006', '998610783', '664616060', '389604604', '378401421', '187936509']"
Turneriella,"['1206269893', '1041792299', '1033472541']","['1206269893', '1041792299', '1033472541']"
Uliginosibacterium,"['1206271083', '1206269652', '1033473023', '758093512']","['1206271083', '1206269652', '1033473023', '758093512']"
uncultured,[],[]
uncultured actinobacterium,"['1985648454', '1985648345', '1985648328', '1985648251', '1985648107', '1985648083', '1985647953', '1985647857', '1985647843', '1985647841', '1985647814', '1985647807', '1985647711', '1985647695', '1985647660', '1985647605', '1985647548', '1985647507', '1985647480', '1985647434']","['1985648454', '1985648345', '1985648328', '1985648251', '1985648107', '1985648083', '1985647953', '1985647857', '1985647843', '1985647841', '1985647814', '1985647807', '1985647711', '1985647695', '1985647660', '1985647605', '1985647548', '1985647507', '1985647480', '1985647434']"
uncultured alpha proteobacterium,"['2163810832', '2163810819', '2163810805', '2163810803', '2163810798', '2163810790', '2163810786', '2163810760', '2163810758', '2163810755', '2163810730', '2163810707', '2163810676', '2163810671', '2163810656', '2163810630', '2163810629', '2163810628', '2163810622', '2163810604']","['2163810832', '2163810819', '2163810805', '2163810803', '2163810798', '2163810790', '2163810786', '2163810760', '2163810758', '2163810755', '2163810730', '2163810707', '2163810676', '2163810671', '2163810656', '2163810630', '2163810629', '2163810628', '2163810622', '2163810604']"
uncultured Aminicenantes bacterium,"['1033472454', '283481094', '283481053', '283481023', '283480999', '283480953', '306422297', '283468213', '283468212', '249691825', '249691804', '249691801', '148879604', '56291756', '46558994', '82523634', '34787200', '34787181', '34787179', '72535346']","['1033472454', '283481094', '283481053', '283481023', '283480999', '283480953', '306422297', '283468213', '283468212', '249691825', '249691804', '249691801', '148879604', '56291756', '46558994', '82523634', '34787200', '34787181', '34787179', '72535346']"
uncultured archaeon,"['296920684', '296920683', '296920682', '296920681', '296920680', '296920679', '296920678', '296920677', '296920676', '296920675', '296920674', '296920673', '296920672', '296920671', '296920670', '296920669', '296920668', '296920667', '296920666', '296920665']","['296920684', '296920683', '296920682', '296920681', '296920680', '296920679', '296920678', '296920677', '296920676', '296920675', '296920674', '296920673', '296920672', '296920671', '296920670', '296920669', '296920668', '296920667', '296920666', '296920665']"
uncultured bacterium,"['2430743158', '2430743156', '2430743155', '2430743154', '2430743153', '2430743152', '2430743151', '2430743149', '2430743147', '2430743146', '2430743144', '2430743143', '2430743142', '2430743141', '2430743140', '2430743139', '2430743136', '2430743135', '2430743134', '2430743133']","['2430743158', '2430743156', '2430743155', '2430743154', '2430743153', '2430743152', '2430743151', '2430743149', '2430743147', '2430743146', '2430743144', '2430743143', '2430743142', '2430743141', '2430743140', '2430743139', '2430743136', '2430743135', '2430743134', '2430743133']"
uncultured Bacteroidetes bacterium,"['2430743159', '2430743157', '2430743145', '2430743137', '2430743130', '2430743126', '2430743093', '2430743066', '2430743057', '2430743037', '2430743026', '2430743025', '2430743021', '2430743010', '2430742927', '2430742907', '2430742884', '2430742868', '2430742865', '2430742860']","['2430743159', '2430743157', '2430743145', '2430743137', '2430743130', '2430743126', '2430743093', '2430743066', '2430743057', '2430743037', '2430743026', '2430743025', '2430743021', '2430743010', '2430742927', '2430742907', '2430742884', '2430742868', '2430742865', '2430742860']"
